date,station,team,defects,items,defect_rate
2022-01-18,S08,B,17.0,204,0.08333333333333333
2022-01-18,S01,A,16.0,179,0.0893854748603352
2022-01-18,S06,B,16.0,187,0.0855614973262032
2022-01-18,S08,C,15.0,203,0.07389162561576355
2022-01-18,S02,A,15.0,164,0.09146341463414634
2022-01-18,S02,C,14.0,143,0.0979020979020979
2022-01-18,S02,B,13.0,155,0.08387096774193549
2022-01-18,S08,A,12.0,207,0.057971014492753624
2022-01-18,S10,C,12.0,151,0.07947019867549669
2022-01-18,S04,B,12.0,144,0.08333333333333333
2022-01-18,S10,A,12.0,167,0.0718562874251497
2022-01-18,S09,C,12.0,171,0.07017543859649122
2022-01-18,S01,C,12.0,144,0.08333333333333333
2022-01-18,S04,A,11.0,169,0.0650887573964497
2022-01-18,S01,B,11.0,169,0.0650887573964497
2022-01-18,S05,A,11.0,165,0.06666666666666667
2022-01-18,S05,C,9.0,132,0.06818181818181818
2022-01-18,S10,B,9.0,171,0.05263157894736842
2022-01-19,S03,B,23.0,180,0.12777777777777777
2022-01-19,S03,A,21.0,201,0.1044776119402985
2022-01-19,S04,B,21.0,193,0.10880829015544041
2022-01-19,S10,A,20.0,174,0.11494252873563218
2022-01-19,S10,C,19.0,150,0.12666666666666668
2022-01-19,S09,A,18.0,173,0.10404624277456648
2022-01-19,S04,A,18.0,196,0.09183673469387756
2022-01-19,S06,C,18.0,196,0.09183673469387756
2022-01-19,S06,A,17.0,164,0.10365853658536585
2022-01-19,S03,C,17.0,199,0.08542713567839195
2022-01-19,S05,C,17.0,182,0.09340659340659341
2022-01-19,S01,A,16.0,174,0.09195402298850575
2022-01-19,S07,A,16.0,176,0.09090909090909091
2022-01-19,S08,B,16.0,154,0.1038961038961039
2022-01-19,S06,B,15.0,175,0.08571428571428572
2022-01-19,S09,B,15.0,171,0.08771929824561403
2022-01-19,S10,B,14.0,161,0.08695652173913043
2022-01-19,S09,C,14.0,156,0.08974358974358974
2022-01-19,S01,C,13.0,167,0.07784431137724551
2022-01-19,S04,C,13.0,172,0.0755813953488372
2022-01-19,S08,C,13.0,181,0.0718232044198895
2022-01-19,S08,A,12.0,197,0.06091370558375635
2022-01-19,S07,B,12.0,216,0.05555555555555555
2022-01-19,S02,B,11.0,178,0.06179775280898876
2022-01-19,S05,B,11.0,165,0.06666666666666667
2022-01-19,S05,A,10.0,193,0.05181347150259067
2022-01-19,S02,C,9.0,190,0.04736842105263158
2022-01-19,S01,B,9.0,144,0.0625
2022-01-19,S07,C,8.0,160,0.05
2022-01-19,S02,A,8.0,168,0.047619047619047616
2022-01-20,S06,A,28.0,264,0.10606060606060606
2022-01-20,S04,C,21.0,173,0.12138728323699421
2022-01-20,S03,A,19.0,197,0.09644670050761421
2022-01-20,S10,B,18.0,162,0.1111111111111111
2022-01-20,S03,C,18.0,162,0.1111111111111111
2022-01-20,S10,C,17.0,215,0.07906976744186046
2022-01-20,S01,B,16.0,147,0.10884353741496598
2022-01-20,S09,B,16.0,176,0.09090909090909091
2022-01-20,S01,A,16.0,188,0.0851063829787234
2022-01-20,S07,B,15.0,162,0.09259259259259259
2022-01-20,S08,B,15.0,210,0.07142857142857142
2022-01-20,S02,A,15.0,155,0.0967741935483871
2022-01-20,S05,C,14.0,165,0.08484848484848485
2022-01-20,S05,B,14.0,190,0.07368421052631578
2022-01-20,S06,B,13.0,240,0.05416666666666667
2022-01-20,S03,B,13.0,173,0.07514450867052024
2022-01-20,S10,A,13.0,176,0.07386363636363637
2022-01-20,S04,A,12.0,150,0.08
2022-01-20,S06,C,12.0,231,0.05194805194805195
2022-01-20,S09,A,12.0,195,0.06153846153846154
2022-01-20,S07,A,11.0,156,0.07051282051282051
2022-01-20,S04,B,11.0,179,0.061452513966480445
2022-01-20,S09,C,11.0,151,0.0728476821192053
2022-01-20,S08,C,11.0,179,0.061452513966480445
2022-01-20,S02,C,10.0,151,0.06622516556291391
2022-01-20,S01,C,9.0,167,0.05389221556886228
2022-01-20,S07,C,9.0,154,0.05844155844155844
2022-01-20,S08,A,8.0,226,0.035398230088495575
2022-01-20,S02,B,7.0,120,0.058333333333333334
2022-01-20,S05,A,7.0,213,0.03286384976525822
2022-01-21,S05,C,21.0,168,0.125
2022-01-21,S09,C,20.0,166,0.12048192771084337
2022-01-21,S02,B,19.0,160,0.11875
2022-01-21,S04,C,19.0,183,0.10382513661202186
2022-01-21,S01,C,17.0,155,0.10967741935483871
2022-01-21,S04,A,17.0,179,0.09497206703910614
2022-01-21,S10,A,16.0,203,0.07881773399014778
2022-01-21,S07,A,16.0,166,0.0963855421686747
2022-01-21,S02,C,16.0,214,0.07476635514018691
2022-01-21,S03,B,16.0,157,0.10191082802547771
2022-01-21,S06,A,15.0,195,0.07692307692307693
2022-01-21,S08,B,15.0,175,0.08571428571428572
2022-01-21,S09,B,14.0,174,0.08045977011494253
2022-01-21,S08,C,14.0,173,0.08092485549132948
2022-01-21,S01,B,14.0,143,0.0979020979020979
2022-01-21,S05,B,14.0,164,0.08536585365853659
2022-01-21,S01,A,13.0,176,0.07386363636363637
2022-01-21,S10,C,13.0,171,0.07602339181286549
2022-01-21,S09,A,13.0,138,0.09420289855072464
2022-01-21,S10,B,13.0,170,0.07647058823529412
2022-01-21,S06,B,13.0,203,0.06403940886699508
2022-01-21,S07,C,13.0,170,0.07647058823529412
2022-01-21,S03,A,11.0,156,0.07051282051282051
2022-01-21,S03,C,10.0,186,0.053763440860215055
2022-01-21,S07,B,10.0,181,0.055248618784530384
2022-01-21,S05,A,9.0,142,0.06338028169014084
2022-01-21,S08,A,9.0,166,0.05421686746987952
2022-01-21,S06,C,9.0,143,0.06293706293706294
2022-01-21,S02,A,8.0,176,0.045454545454545456
2022-01-21,S04,B,5.0,178,0.028089887640449437
2022-01-22,S02,C,18.0,162,0.1111111111111111
2022-01-22,S10,B,18.0,204,0.08823529411764706
2022-01-22,S04,B,17.0,187,0.09090909090909091
2022-01-22,S03,B,17.0,189,0.08994708994708994
2022-01-22,S01,B,17.0,147,0.11564625850340136
2022-01-22,S04,C,17.0,174,0.09770114942528736
2022-01-22,S06,C,16.0,179,0.0893854748603352
2022-01-22,S03,C,16.0,182,0.08791208791208792
2022-01-22,S07,A,16.0,199,0.08040201005025126
2022-01-22,S01,C,15.0,163,0.09202453987730061
2022-01-22,S02,B,15.0,198,0.07575757575757576
2022-01-22,S10,C,15.0,165,0.09090909090909091
2022-01-22,S10,A,15.0,181,0.08287292817679558
2022-01-22,S08,B,15.0,176,0.08522727272727272
2022-01-22,S07,C,14.0,205,0.06829268292682927
2022-01-22,S08,A,14.0,190,0.07368421052631578
2022-01-22,S09,A,13.0,181,0.0718232044198895
2022-01-22,S03,A,12.0,196,0.061224489795918366
2022-01-22,S05,A,11.0,167,0.0658682634730539
2022-01-22,S06,B,11.0,179,0.061452513966480445
2022-01-22,S08,C,11.0,155,0.07096774193548387
2022-01-22,S09,B,11.0,213,0.051643192488262914
2022-01-22,S01,A,11.0,164,0.06707317073170732
2022-01-22,S02,A,11.0,149,0.0738255033557047
2022-01-22,S07,B,10.0,165,0.06060606060606061
2022-01-22,S05,B,10.0,156,0.0641025641025641
2022-01-22,S05,C,9.0,170,0.052941176470588235
2022-01-22,S04,A,9.0,154,0.05844155844155844
2022-01-22,S06,A,9.0,170,0.052941176470588235
2022-01-22,S09,C,8.0,168,0.047619047619047616
2022-01-23,S02,A,23.0,229,0.10043668122270742
2022-01-23,S07,C,22.0,193,0.11398963730569948
2022-01-23,S08,B,21.0,220,0.09545454545454546
2022-01-23,S02,C,21.0,220,0.09545454545454546
2022-01-23,S04,C,20.0,195,0.10256410256410256
2022-01-23,S01,B,17.0,188,0.09042553191489362
2022-01-23,S04,B,17.0,203,0.08374384236453201
2022-01-23,S09,A,17.0,151,0.11258278145695365
2022-01-23,S03,B,17.0,218,0.0779816513761468
2022-01-23,S10,A,17.0,142,0.11971830985915492
2022-01-23,S07,B,16.0,179,0.0893854748603352
2022-01-23,S08,C,16.0,234,0.06837606837606838
2022-01-23,S03,C,16.0,196,0.08163265306122448
2022-01-23,S08,A,16.0,199,0.08040201005025126
2022-01-23,S03,A,15.0,210,0.07142857142857142
2022-01-23,S02,B,15.0,168,0.08928571428571429
2022-01-23,S06,A,15.0,156,0.09615384615384616
2022-01-23,S01,A,15.0,190,0.07894736842105263
2022-01-23,S04,A,14.0,156,0.08974358974358974
2022-01-23,S09,B,13.0,186,0.06989247311827956
2022-01-23,S05,C,12.0,163,0.0736196319018405
2022-01-23,S06,B,11.0,161,0.06832298136645963
2022-01-23,S07,A,11.0,154,0.07142857142857142
2022-01-23,S06,C,10.0,169,0.05917159763313609
2022-01-23,S01,C,10.0,171,0.05847953216374269
2022-01-23,S10,B,10.0,159,0.06289308176100629
2022-01-23,S05,A,8.0,148,0.05405405405405406
2022-01-23,S09,C,8.0,157,0.050955414012738856
2022-01-23,S05,B,6.0,186,0.03225806451612903
2022-01-23,S10,C,4.0,137,0.029197080291970802
2022-01-24,S01,C,27.0,198,0.13636363636363635
2022-01-24,S06,B,23.0,170,0.13529411764705881
2022-01-24,S01,B,20.0,174,0.11494252873563218
2022-01-24,S09,C,18.0,186,0.0967741935483871
2022-01-24,S10,B,17.0,141,0.12056737588652482
2022-01-24,S03,A,16.0,198,0.08080808080808081
2022-01-24,S06,C,16.0,175,0.09142857142857143
2022-01-24,S10,C,16.0,167,0.09580838323353294
2022-01-24,S03,C,15.0,163,0.09202453987730061
2022-01-24,S05,C,15.0,167,0.08982035928143713
2022-01-24,S04,A,15.0,159,0.09433962264150944
2022-01-24,S07,B,15.0,196,0.07653061224489796
2022-01-24,S03,B,15.0,182,0.08241758241758242
2022-01-24,S07,C,15.0,161,0.09316770186335403
2022-01-24,S02,C,14.0,186,0.07526881720430108
2022-01-24,S04,C,14.0,164,0.08536585365853659
2022-01-24,S06,A,14.0,164,0.08536585365853659
2022-01-24,S10,A,14.0,152,0.09210526315789473
2022-01-24,S05,A,14.0,174,0.08045977011494253
2022-01-24,S07,A,13.0,199,0.06532663316582915
2022-01-24,S08,C,12.0,164,0.07317073170731707
2022-01-24,S09,A,12.0,164,0.07317073170731707
2022-01-24,S08,A,12.0,170,0.07058823529411765
2022-01-24,S01,A,11.0,161,0.06832298136645963
2022-01-24,S02,B,11.0,182,0.06043956043956044
2022-01-24,S04,B,10.0,184,0.05434782608695652
2022-01-24,S02,A,9.0,159,0.05660377358490566
2022-01-24,S08,B,8.0,127,0.06299212598425197
2022-01-24,S09,B,8.0,172,0.046511627906976744
2022-01-24,S05,B,6.0,168,0.03571428571428571
2022-01-25,S03,C,27.0,207,0.13043478260869565
2022-01-25,S01,C,26.0,228,0.11403508771929824
2022-01-25,S09,A,25.0,176,0.14204545454545456
2022-01-25,S01,A,21.0,219,0.0958904109589041
2022-01-25,S02,B,21.0,178,0.11797752808988764
2022-01-25,S05,A,20.0,181,0.11049723756906077
2022-01-25,S09,C,19.0,184,0.10326086956521739
2022-01-25,S10,C,18.0,177,0.1016949152542373
2022-01-25,S05,C,18.0,193,0.09326424870466321
2022-01-25,S06,C,18.0,176,0.10227272727272728
2022-01-25,S03,B,17.0,229,0.07423580786026202
2022-01-25,S04,B,16.0,143,0.11188811188811189
2022-01-25,S01,B,16.0,217,0.07373271889400922
2022-01-25,S08,A,16.0,185,0.08648648648648649
2022-01-25,S05,B,15.0,206,0.07281553398058252
2022-01-25,S03,A,14.0,218,0.06422018348623854
2022-01-25,S10,A,14.0,163,0.08588957055214724
2022-01-25,S02,C,14.0,145,0.09655172413793103
2022-01-25,S04,A,13.0,153,0.08496732026143791
2022-01-25,S08,B,12.0,198,0.06060606060606061
2022-01-25,S06,A,12.0,168,0.07142857142857142
2022-01-25,S02,A,12.0,152,0.07894736842105263
2022-01-25,S10,B,12.0,163,0.0736196319018405
2022-01-25,S06,B,12.0,148,0.08108108108108109
2022-01-25,S07,A,11.0,155,0.07096774193548387
2022-01-25,S08,C,11.0,219,0.0502283105022831
2022-01-25,S07,B,9.0,171,0.05263157894736842
2022-01-25,S09,B,7.0,133,0.05263157894736842
2022-01-25,S07,C,7.0,151,0.046357615894039736
2022-01-25,S04,C,6.0,180,0.03333333333333333
2022-01-26,S09,B,23.0,190,0.12105263157894737
2022-01-26,S02,B,21.0,199,0.10552763819095477
2022-01-26,S08,A,19.0,183,0.10382513661202186
2022-01-26,S06,C,19.0,183,0.10382513661202186
2022-01-26,S04,B,19.0,190,0.1
2022-01-26,S04,C,18.0,189,0.09523809523809523
2022-01-26,S06,B,17.0,199,0.08542713567839195
2022-01-26,S10,A,17.0,156,0.10897435897435898
2022-01-26,S07,A,17.0,198,0.08585858585858586
2022-01-26,S07,B,16.0,214,0.07476635514018691
2022-01-26,S05,A,16.0,190,0.08421052631578947
2022-01-26,S04,A,15.0,198,0.07575757575757576
2022-01-26,S07,C,15.0,189,0.07936507936507936
2022-01-26,S03,C,15.0,175,0.08571428571428572
2022-01-26,S08,B,15.0,176,0.08522727272727272
2022-01-26,S01,B,14.0,184,0.07608695652173914
2022-01-26,S01,C,13.0,159,0.08176100628930817
2022-01-26,S10,B,13.0,213,0.06103286384976526
2022-01-26,S03,A,13.0,194,0.06701030927835051
2022-01-26,S02,A,12.0,158,0.0759493670886076
2022-01-26,S05,B,12.0,192,0.0625
2022-01-26,S09,A,12.0,181,0.06629834254143646
2022-01-26,S03,B,11.0,174,0.06321839080459771
2022-01-26,S05,C,11.0,159,0.06918238993710692
2022-01-26,S02,C,11.0,173,0.06358381502890173
2022-01-26,S01,A,11.0,177,0.062146892655367235
2022-01-26,S09,C,11.0,174,0.06321839080459771
2022-01-26,S08,C,8.0,141,0.05673758865248227
2022-01-26,S10,C,8.0,178,0.0449438202247191
2022-01-26,S06,A,6.0,171,0.03508771929824561
2022-01-27,S08,C,28.0,212,0.1320754716981132
2022-01-27,S09,A,25.0,189,0.13227513227513227
2022-01-27,S04,B,23.0,195,0.11794871794871795
2022-01-27,S06,A,21.0,178,0.11797752808988764
2022-01-27,S01,B,19.0,229,0.08296943231441048
2022-01-27,S03,A,18.0,195,0.09230769230769231
2022-01-27,S05,B,18.0,172,0.10465116279069768
2022-01-27,S09,B,18.0,189,0.09523809523809523
2022-01-27,S07,B,18.0,183,0.09836065573770492
2022-01-27,S10,A,18.0,144,0.125
2022-01-27,S03,C,18.0,175,0.10285714285714286
2022-01-27,S03,B,17.0,172,0.09883720930232558
2022-01-27,S06,C,17.0,213,0.07981220657276995
2022-01-27,S02,A,16.0,157,0.10191082802547771
2022-01-27,S10,C,16.0,194,0.08247422680412371
2022-01-27,S05,C,15.0,194,0.07731958762886598
2022-01-27,S01,A,14.0,210,0.06666666666666667
2022-01-27,S02,C,14.0,182,0.07692307692307693
2022-01-27,S04,A,14.0,200,0.07
2022-01-27,S01,C,14.0,169,0.08284023668639054
2022-01-27,S09,C,14.0,172,0.08139534883720931
2022-01-27,S07,A,13.0,143,0.09090909090909091
2022-01-27,S04,C,13.0,199,0.06532663316582915
2022-01-27,S06,B,13.0,192,0.06770833333333333
2022-01-27,S08,B,13.0,190,0.06842105263157895
2022-01-27,S08,A,12.0,156,0.07692307692307693
2022-01-27,S10,B,12.0,159,0.07547169811320754
2022-01-27,S05,A,11.0,142,0.07746478873239436
2022-01-27,S02,B,10.0,161,0.062111801242236024
2022-01-27,S07,C,7.0,178,0.03932584269662921
2022-01-28,S02,A,23.0,194,0.11855670103092783
2022-01-28,S07,A,22.0,184,0.11956521739130435
2022-01-28,S03,A,20.0,207,0.0966183574879227
2022-01-28,S10,C,18.0,179,0.1005586592178771
2022-01-28,S05,C,18.0,163,0.11042944785276074
2022-01-28,S07,B,18.0,175,0.10285714285714286
2022-01-28,S09,A,17.0,181,0.09392265193370165
2022-01-28,S04,B,16.0,140,0.11428571428571428
2022-01-28,S05,B,16.0,154,0.1038961038961039
2022-01-28,S02,C,16.0,180,0.08888888888888889
2022-01-28,S03,B,16.0,165,0.09696969696969697
2022-01-28,S08,C,14.0,144,0.09722222222222222
2022-01-28,S08,A,14.0,158,0.08860759493670886
2022-01-28,S06,B,14.0,151,0.09271523178807947
2022-01-28,S09,B,13.0,172,0.0755813953488372
2022-01-28,S04,A,13.0,148,0.08783783783783784
2022-01-28,S03,C,13.0,185,0.07027027027027027
2022-01-28,S07,C,13.0,165,0.07878787878787878
2022-01-28,S10,B,12.0,212,0.05660377358490566
2022-01-28,S09,C,12.0,148,0.08108108108108109
2022-01-28,S01,A,12.0,202,0.0594059405940594
2022-01-28,S10,A,12.0,139,0.08633093525179857
2022-01-28,S06,C,11.0,134,0.08208955223880597
2022-01-28,S01,B,11.0,159,0.06918238993710692
2022-01-28,S02,B,11.0,182,0.06043956043956044
2022-01-28,S05,A,10.0,197,0.050761421319796954
2022-01-28,S08,B,10.0,168,0.05952380952380952
2022-01-28,S04,C,10.0,172,0.05813953488372093
2022-01-28,S06,A,7.0,138,0.050724637681159424
2022-01-28,S01,C,5.0,200,0.025
2022-01-29,S03,B,21.0,210,0.1
2022-01-29,S03,C,21.0,220,0.09545454545454546
2022-01-29,S08,B,21.0,181,0.11602209944751381
2022-01-29,S06,C,20.0,189,0.10582010582010581
2022-01-29,S05,C,20.0,188,0.10638297872340426
2022-01-29,S09,C,19.0,168,0.1130952380952381
2022-01-29,S05,B,19.0,227,0.08370044052863436
2022-01-29,S01,B,18.0,194,0.09278350515463918
2022-01-29,S01,A,18.0,180,0.1
2022-01-29,S08,C,18.0,177,0.1016949152542373
2022-01-29,S01,C,17.0,209,0.08133971291866028
2022-01-29,S02,C,17.0,190,0.08947368421052632
2022-01-29,S07,B,17.0,184,0.09239130434782608
2022-01-29,S06,A,16.0,213,0.07511737089201878
2022-01-29,S02,B,16.0,202,0.07920792079207921
2022-01-29,S05,A,16.0,202,0.07920792079207921
2022-01-29,S10,C,16.0,201,0.07960199004975124
2022-01-29,S09,A,15.0,208,0.07211538461538461
2022-01-29,S04,B,15.0,158,0.0949367088607595
2022-01-29,S07,C,14.0,164,0.08536585365853659
2022-01-29,S02,A,14.0,207,0.06763285024154589
2022-01-29,S10,B,14.0,182,0.07692307692307693
2022-01-29,S06,B,14.0,230,0.06086956521739131
2022-01-29,S10,A,13.0,195,0.06666666666666667
2022-01-29,S03,A,12.0,163,0.0736196319018405
2022-01-29,S04,C,11.0,176,0.0625
2022-01-29,S09,B,11.0,161,0.06832298136645963
2022-01-29,S08,A,10.0,196,0.05102040816326531
2022-01-29,S04,A,10.0,165,0.06060606060606061
2022-01-29,S07,A,9.0,158,0.056962025316455694
2022-01-30,S02,B,21.0,182,0.11538461538461539
2022-01-30,S06,C,20.0,174,0.11494252873563218
2022-01-30,S04,A,20.0,229,0.08733624454148471
2022-01-30,S09,A,19.0,205,0.09268292682926829
2022-01-30,S08,C,18.0,202,0.0891089108910891
2022-01-30,S02,A,18.0,199,0.09045226130653267
2022-01-30,S10,B,18.0,179,0.1005586592178771
2022-01-30,S08,A,18.0,144,0.125
2022-01-30,S05,C,17.0,194,0.08762886597938144
2022-01-30,S06,A,17.0,182,0.09340659340659341
2022-01-30,S07,A,16.0,207,0.07729468599033816
2022-01-30,S04,C,15.0,194,0.07731958762886598
2022-01-30,S05,A,15.0,183,0.08196721311475409
2022-01-30,S09,B,15.0,171,0.08771929824561403
2022-01-30,S04,B,15.0,207,0.07246376811594203
2022-01-30,S01,C,14.0,151,0.09271523178807947
2022-01-30,S01,A,14.0,182,0.07692307692307693
2022-01-30,S03,B,13.0,162,0.08024691358024691
2022-01-30,S01,B,13.0,156,0.08333333333333333
2022-01-30,S06,B,13.0,187,0.06951871657754011
2022-01-30,S05,B,13.0,187,0.06951871657754011
2022-01-30,S02,C,13.0,209,0.06220095693779904
2022-01-30,S09,C,13.0,195,0.06666666666666667
2022-01-30,S08,B,12.0,167,0.0718562874251497
2022-01-30,S03,A,12.0,199,0.06030150753768844
2022-01-30,S03,C,11.0,150,0.07333333333333333
2022-01-30,S07,B,11.0,168,0.06547619047619048
2022-01-30,S10,A,10.0,152,0.06578947368421052
2022-01-30,S10,C,10.0,164,0.06097560975609756
2022-01-30,S07,C,9.0,170,0.052941176470588235
2022-01-31,S07,A,25.0,208,0.1201923076923077
2022-01-31,S07,C,24.0,162,0.14814814814814814
2022-01-31,S06,C,24.0,215,0.11162790697674418
2022-01-31,S05,A,22.0,195,0.11282051282051282
2022-01-31,S09,C,20.0,170,0.11764705882352941
2022-01-31,S09,A,19.0,169,0.11242603550295859
2022-01-31,S05,B,19.0,229,0.08296943231441048
2022-01-31,S06,A,17.0,216,0.0787037037037037
2022-01-31,S04,B,17.0,225,0.07555555555555556
2022-01-31,S03,C,16.0,196,0.08163265306122448
2022-01-31,S04,C,16.0,201,0.07960199004975124
2022-01-31,S02,C,15.0,172,0.0872093023255814
2022-01-31,S05,C,15.0,214,0.07009345794392523
2022-01-31,S09,B,15.0,196,0.07653061224489796
2022-01-31,S08,A,14.0,231,0.06060606060606061
2022-01-31,S03,B,14.0,151,0.09271523178807947
2022-01-31,S06,B,14.0,185,0.07567567567567568
2022-01-31,S10,C,14.0,187,0.0748663101604278
2022-01-31,S02,A,14.0,200,0.07
2022-01-31,S07,B,13.0,157,0.08280254777070063
2022-01-31,S10,A,13.0,217,0.059907834101382486
2022-01-31,S01,C,13.0,150,0.08666666666666667
2022-01-31,S01,B,12.0,185,0.06486486486486487
2022-01-31,S08,B,12.0,186,0.06451612903225806
2022-01-31,S01,A,11.0,164,0.06707317073170732
2022-01-31,S04,A,11.0,164,0.06707317073170732
2022-01-31,S03,A,11.0,140,0.07857142857142857
2022-01-31,S08,C,10.0,199,0.05025125628140704
2022-01-31,S02,B,8.0,183,0.04371584699453552
2022-01-31,S10,B,8.0,179,0.0446927374301676
2022-02-01,S08,C,20.0,175,0.11428571428571428
2022-02-01,S04,C,18.0,191,0.09424083769633508
2022-02-01,S04,B,18.0,215,0.08372093023255814
2022-02-01,S03,A,17.0,196,0.08673469387755102
2022-02-01,S09,B,17.0,191,0.08900523560209424
2022-02-01,S01,C,16.0,205,0.07804878048780488
2022-02-01,S07,B,16.0,150,0.10666666666666667
2022-02-01,S05,A,15.0,182,0.08241758241758242
2022-02-01,S09,A,15.0,226,0.06637168141592921
2022-02-01,S02,C,15.0,175,0.08571428571428572
2022-02-01,S04,A,15.0,212,0.07075471698113207
2022-02-01,S01,B,15.0,171,0.08771929824561403
2022-02-01,S07,C,15.0,155,0.0967741935483871
2022-02-01,S02,A,14.0,165,0.08484848484848485
2022-02-01,S09,C,14.0,178,0.07865168539325842
2022-02-01,S05,B,14.0,165,0.08484848484848485
2022-02-01,S06,C,13.0,176,0.07386363636363637
2022-02-01,S03,B,13.0,163,0.07975460122699386
2022-02-01,S08,B,13.0,174,0.07471264367816093
2022-02-01,S08,A,12.0,141,0.0851063829787234
2022-02-01,S06,A,12.0,175,0.06857142857142857
2022-02-01,S03,C,11.0,182,0.06043956043956044
2022-02-01,S01,A,10.0,149,0.06711409395973154
2022-02-01,S06,B,10.0,183,0.0546448087431694
2022-02-01,S02,B,10.0,176,0.056818181818181816
2022-02-01,S10,C,10.0,200,0.05
2022-02-01,S10,A,9.0,181,0.049723756906077346
2022-02-01,S05,C,8.0,156,0.05128205128205128
2022-02-01,S10,B,6.0,147,0.04081632653061224
2022-02-01,S07,A,5.0,133,0.03759398496240601
2022-02-02,S03,A,21.0,178,0.11797752808988764
2022-02-02,S02,B,20.0,168,0.11904761904761904
2022-02-02,S03,B,19.0,159,0.11949685534591195
2022-02-02,S09,B,19.0,169,0.11242603550295859
2022-02-02,S01,B,18.0,186,0.0967741935483871
2022-02-02,S01,C,18.0,216,0.08333333333333333
2022-02-02,S04,A,17.0,187,0.09090909090909091
2022-02-02,S05,B,17.0,198,0.08585858585858586
2022-02-02,S02,A,17.0,180,0.09444444444444444
2022-02-02,S10,A,17.0,170,0.1
2022-02-02,S07,A,16.0,187,0.0855614973262032
2022-02-02,S09,C,16.0,201,0.07960199004975124
2022-02-02,S05,A,16.0,179,0.0893854748603352
2022-02-02,S07,C,16.0,211,0.07582938388625593
2022-02-02,S08,A,15.0,182,0.08241758241758242
2022-02-02,S05,C,15.0,155,0.0967741935483871
2022-02-02,S02,C,14.0,195,0.07179487179487179
2022-02-02,S06,B,14.0,145,0.09655172413793103
2022-02-02,S01,A,14.0,178,0.07865168539325842
2022-02-02,S10,C,13.0,165,0.07878787878787878
2022-02-02,S04,C,13.0,182,0.07142857142857142
2022-02-02,S03,C,12.0,187,0.06417112299465241
2022-02-02,S08,B,12.0,146,0.0821917808219178
2022-02-02,S08,C,11.0,160,0.06875
2022-02-02,S10,B,11.0,159,0.06918238993710692
2022-02-02,S06,C,11.0,152,0.07236842105263158
2022-02-02,S06,A,10.0,192,0.052083333333333336
2022-02-02,S07,B,10.0,186,0.053763440860215055
2022-02-02,S04,B,9.0,167,0.05389221556886228
2022-02-02,S09,A,8.0,206,0.038834951456310676
2022-02-03,S08,A,20.0,206,0.0970873786407767
2022-02-03,S08,C,20.0,186,0.10752688172043011
2022-02-03,S10,B,19.0,167,0.11377245508982035
2022-02-03,S05,B,18.0,175,0.10285714285714286
2022-02-03,S07,C,17.0,185,0.0918918918918919
2022-02-03,S04,B,17.0,185,0.0918918918918919
2022-02-03,S01,A,17.0,198,0.08585858585858586
2022-02-03,S01,C,16.0,196,0.08163265306122448
2022-02-03,S05,C,16.0,202,0.07920792079207921
2022-02-03,S07,B,16.0,186,0.08602150537634409
2022-02-03,S04,C,16.0,191,0.08376963350785341
2022-02-03,S04,A,16.0,226,0.07079646017699115
2022-02-03,S10,C,15.0,182,0.08241758241758242
2022-02-03,S08,B,15.0,174,0.08620689655172414
2022-02-03,S09,B,14.0,146,0.0958904109589041
2022-02-03,S02,A,14.0,172,0.08139534883720931
2022-02-03,S07,A,14.0,181,0.07734806629834254
2022-02-03,S05,A,14.0,176,0.07954545454545454
2022-02-03,S10,A,14.0,159,0.0880503144654088
2022-02-03,S09,C,13.0,161,0.08074534161490683
2022-02-03,S01,B,12.0,186,0.06451612903225806
2022-02-03,S02,B,12.0,170,0.07058823529411765
2022-02-03,S09,A,12.0,204,0.058823529411764705
2022-02-03,S06,B,12.0,145,0.08275862068965517
2022-02-03,S03,A,11.0,178,0.06179775280898876
2022-02-03,S06,C,11.0,172,0.06395348837209303
2022-02-03,S02,C,9.0,179,0.05027932960893855
2022-02-03,S06,A,9.0,158,0.056962025316455694
2022-02-03,S03,C,9.0,173,0.05202312138728324
2022-02-03,S03,B,7.0,157,0.044585987261146494
2022-02-04,S09,B,21.0,205,0.1024390243902439
2022-02-04,S05,A,21.0,178,0.11797752808988764
2022-02-04,S01,C,20.0,149,0.1342281879194631
2022-02-04,S10,C,20.0,187,0.10695187165775401
2022-02-04,S06,C,19.0,213,0.0892018779342723
2022-02-04,S06,B,19.0,238,0.07983193277310924
2022-02-04,S08,C,19.0,183,0.10382513661202186
2022-02-04,S04,C,18.0,177,0.1016949152542373
2022-02-04,S08,A,17.0,151,0.11258278145695365
2022-02-04,S02,B,17.0,179,0.09497206703910614
2022-02-04,S04,A,17.0,193,0.08808290155440414
2022-02-04,S03,B,17.0,180,0.09444444444444444
2022-02-04,S10,B,16.0,203,0.07881773399014778
2022-02-04,S10,A,16.0,178,0.0898876404494382
2022-02-04,S02,A,15.0,191,0.07853403141361257
2022-02-04,S08,B,15.0,167,0.08982035928143713
2022-02-04,S07,A,15.0,160,0.09375
2022-02-04,S05,C,14.0,176,0.07954545454545454
2022-02-04,S03,C,14.0,168,0.08333333333333333
2022-02-04,S01,A,14.0,163,0.08588957055214724
2022-02-04,S05,B,13.0,160,0.08125
2022-02-04,S09,A,13.0,159,0.08176100628930817
2022-02-04,S02,C,12.0,164,0.07317073170731707
